Position,Track_Name,Artist,Streams,URL,Date,Region
31,Let You Down,NF,3535,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-10-23,th
17,Let You Down,NF,4233,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-11-03,th
34,Let You Down,NF,4240,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-01-04,th
61,Let You Down,NF,3354,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-02-08,th
17,Let You Down,NF,4296,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-11-01,th
24,Let You Down,NF,4351,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-11-26,th
39,Let You Down,NF,3919,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-12-20,th
53,Let You Down,NF,3357,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-02-04,th
63,Let You Down,NF,2959,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-02-10,th
78,Let You Down,NF,2721,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-02-15,th
89,Let You Down,NF,2618,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-02-27,th
19,Let You Down,NF,4233,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-10-30,th
34,Let You Down,NF,4104,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-01-07,th
85,Let You Down,NF,2724,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-02-20,th
38,Let You Down,NF,3321,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-10-17,th
18,Let You Down,NF,4216,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-10-31,th
29,Let You Down,NF,3645,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-11-12,th
23,Let You Down,NF,4767,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-11-30,th
66,Let You Down,NF,2782,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-02-11,th
126,Let You Down,NF,1849,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-03-05,th
22,Let You Down,NF,3869,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-11-06,th
32,Let You Down,NF,4196,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-12-11,th
47,Let You Down,NF,3468,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-12-26,th
92,Let You Down,NF,2209,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-03-04,th
34,Let You Down,NF,4291,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-01-09,th
36,Let You Down,NF,4117,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-01-12,th
48,Let You Down,NF,3610,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-02-02,th
23,Let You Down,NF,4766,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-12-04,th
44,Let You Down,NF,3659,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-01-02,th
42,Let You Down,NF,3842,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-01-03,th
41,Let You Down,NF,4075,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-01-22,th
91,Let You Down,NF,2546,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-03-02,th
38,Let You Down,NF,3422,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-10-19,th
89,Let You Down,NF,2636,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-02-22,th
93,Let You Down,NF,2683,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-02-23,th
22,Let You Down,NF,4176,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-11-20,th
35,Let You Down,NF,4121,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-12-21,th
56,Let You Down,NF,3368,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-02-05,th
92,Let You Down,NF,2417,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-02-28,th
39,Let You Down,NF,3297,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-10-18,th
26,Let You Down,NF,3819,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-11-08,th
48,Let You Down,NF,3661,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-02-01,th
90,Let You Down,NF,2588,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-02-21,th
19,Let You Down,NF,3888,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-10-28,th
30,Let You Down,NF,4342,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-12-06,th
30,Let You Down,NF,4383,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-12-07,th
49,Let You Down,NF,3858,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-01-30,th
174,Let You Down,NF,1449,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-03-13,th
26,Let You Down,NF,3950,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-10-25,th
21,Let You Down,NF,3954,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-11-19,th
22,Let You Down,NF,4688,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-12-03,th
40,Let You Down,NF,3722,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-12-23,th
39,Let You Down,NF,4097,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-12-29,th
90,Let You Down,NF,2434,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-02-17,th
16,Let You Down,NF,4299,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-11-02,th
24,Let You Down,NF,3903,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2017-11-10,th
47,Let You Down,NF,3370,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,2018-01-01,th
